Year,temp
2002,5.131746031746033
2003,7.011627906976744
2004,9.140540540540542
2005,4.833333333333331
2006,6.821739130434784
2007,8.287500000000001
2008,8.673214285714286
2009,6.784745762711866
2010,8.484482758620691
2011,8.435849056603777
2012,11.32181818181818
2013,8.42708333333333
2014,7.378181818181818
2015,7.145762711864406
2016,8.09
2017,7.444000000000002
